# results_withoutmfcc.txt
# x 2155 5560 22362 50802 82402 110011 240015 264498 325462 337791
1 2.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0 2.0 4.0
2 2.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0 2.0 4.0
3 2.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0 2.0 4.0
4 2.0 3.0 3.0 3.0 3.0 2.0 2.0 3.0 2.0 4.0
5 2.0 3.0 3.0 3.0 2.0 2.0 2.0 3.0 1.0 4.0
6 2.0 3.0 3.0 3.0 2.0 2.0 2.0 3.0 1.0 3.0
7 2.0 3.0 3.0 3.0 2.0 2.0 2.0 3.0 1.0 3.0
8 2.0 3.0 3.0 3.0 2.0 2.0 2.0 2.0 1.0 3.0
9 2.0 3.0 3.0 3.0 2.0 2.0 2.0 2.0 1.0 3.0
10 2.0 3.0 3.0 2.0 2.0 2.0 2.0 2.0 1.0 3.0
11 2.0 3.0 3.0 2.0 2.0 2.0 2.0 2.0 1.0 3.0
12 2.0 3.0 3.0 2.0 2.0 2.0 2.0 2.0 1.0 3.0
13 2.0 3.0 3.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0
14 2.0 3.0 3.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0
15 2.0 3.0 3.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0
16 2.0 3.0 3.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0
17 2.0 3.0 2.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0
18 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0
19 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0
20 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0
21 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0
22 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0
23 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0
24 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0
25 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0
26 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0
27 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0
28 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0
29 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0
30 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0
31 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0
32 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0
33 1.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0
34 1.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0
35 1.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0
36 1.0 2.0 2.0 2.0 1.0 2.0 2.0 2.0 1.0 2.0
37 1.0 2.0 2.0 2.0 1.0 2.0 2.0 2.0 1.0 2.0
38 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 1.0 2.0
39 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 1.0 2.0
40 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 1.0 2.0
41 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 1.0 2.0
42 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 1.0 2.0
43 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 1.0 2.0
44 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 1.0 2.0
45 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 1.0 2.0
46 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
47 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
48 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
49 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
50 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
51 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
52 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
53 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
54 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
55 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
56 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
57 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
58 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
59 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
60 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
61 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
62 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
63 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
64 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
65 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
66 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
67 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
68 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
69 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
70 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
71 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
72 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
73 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
74 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
75 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
76 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
77 1.0 2.0 2.0 2.0 1.0 2.0 2.0 1.0 0.0 2.0
78 1.0 2.0 2.0 2.0 1.0 2.0 1.0 1.0 0.0 2.0
79 1.0 2.0 2.0 2.0 1.0 2.0 1.0 1.0 0.0 2.0
80 1.0 2.0 2.0 2.0 1.0 1.0 1.0 1.0 0.0 2.0
81 1.0 2.0 2.0 2.0 1.0 1.0 1.0 1.0 0.0 2.0
82 1.0 2.0 2.0 2.0 1.0 1.0 1.0 1.0 0.0 2.0
83 1.0 2.0 2.0 2.0 1.0 1.0 1.0 1.0 0.0 2.0
84 1.0 2.0 2.0 2.0 1.0 1.0 1.0 1.0 0.0 2.0
85 1.0 2.0 1.0 2.0 1.0 1.0 1.0 1.0 0.0 1.0
86 1.0 1.0 1.0 2.0 1.0 1.0 1.0 1.0 0.0 1.0
87 1.0 1.0 1.0 2.0 1.0 1.0 1.0 1.0 0.0 1.0
88 1.0 1.0 1.0 2.0 1.0 1.0 1.0 1.0 0.0 1.0
89 1.0 1.0 1.0 2.0 1.0 1.0 1.0 1.0 0.0 1.0
90 1.0 1.0 1.0 2.0 1.0 1.0 1.0 1.0 0.0 1.0
91 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0
92 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0
