110011, 110011, 0.0, 1
110011, 256452, 0.980630815029, 1
110011, 62213, 1.10615956783, 1
110011, 62216, 1.38593065739, 1
110011, 315829, 1.38950383663, 1
110011, 156643, 1.40391874313, 1
110011, 344872, 1.41190958023, 1
110011, 62209, 1.41264164448, 1
110011, 41251, 1.42095887661, 1
110011, 169206, 1.4268695116, 1
110011, 62215, 1.43022549152, 1
110011, 339894, 1.44847786427, 1
110011, 315834, 1.45342552662, 1
110011, 202192, 1.47561120987, 1
110011, 133542, 1.48099887371, 1
110011, 66574, 1.9369276762, 44
110011, 83930, 1.94350624084, 49
110011, 178925, 1.9514093399, 40
110011, 167277, 1.95735406876, 49
110011, 74408, 1.98982286453, 52
110011, 163445, 1.99729955196, 50
110011, 50802, 1.998711586, 43
110011, 343282, 2.03302025795, 49
110011, 240734, 2.03611636162, 52
110011, 116831, 2.03852820396, 53
110011, 156091, 2.06758713722, 48
110011, 170989, 2.10741662979, 53
110011, 84521, 2.1275434494, 51
110011, 83946, 2.14322209358, 53
110011, 175395, 2.14554977417, 48
110011, 82418, 2.14590907097, 19
110011, 174067, 2.15821909904, 44
110011, 249015, 2.24236893654, 7
110011, 71153, 2.25504374504, 56
110011, 22362, 2.27389597893, 26
110011, 69552, 2.29356455803, 40
110011, 249016, 2.29445433617, 48
110011, 69504, 2.32059526443, 46
110011, 242009, 2.34136343002, 42
110011, 245193, 2.38668751717, 13
110011, 66545, 2.41878890991, 50
110011, 55209, 2.4371740818, 11
110011, 247658, 2.47768974304, 57
110011, 326332, 2.47880530357, 45
110011, 248660, 2.50688767433, 53
110011, 82402, 2.51146531105, 56
110011, 250953, 2.52018618584, 63
110011, 247731, 2.52378821373, 65
110011, 66550, 2.5246257782, 62
110011, 189446, 2.53628134727, 8
110011, 209650, 2.54447889328, 67
110011, 302793, 2.56815981865, 62
110011, 247880, 2.57783770561, 67
110011, 247842, 2.57831048965, 61
110011, 248875, 2.57975959778, 64
110011, 254755, 2.58908247948, 18
110011, 278141, 2.59108233452, 10
110011, 119450, 2.59373044968, 13
110011, 255209, 2.60960364342, 6
110011, 163615, 2.62040114403, 70
110011, 210178, 2.62768268585, 19
110011, 110612, 2.63007950783, 70
110011, 246989, 2.64302635193, 66
110011, 321026, 2.65019130707, 12
110011, 213012, 2.66984081268, 72
110011, 248926, 2.69126296043, 29
110011, 344633, 2.69150853157, 66
110011, 79367, 2.69550037384, 73
110011, 337791, 2.70029687881, 73
110011, 248927, 2.70728492737, 49
110011, 319346, 2.71024727821, 13
110011, 321284, 2.71426820755, 70
110011, 42909, 2.71458125114, 51
110011, 339820, 2.71693491936, 69
110011, 185045, 2.71726799011, 69
110011, 81192, 2.71814656258, 6
110011, 130231, 2.721129179, 73
110011, 80834, 2.72307562828, 74
110011, 61680, 2.72429633141, 15
110011, 197202, 2.72716641426, 73
110011, 247459, 2.73172974586, 63
110011, 181679, 2.7394657135, 23
110011, 223676, 2.74099206924, 20
110011, 248609, 2.74337029457, 46
110011, 44695, 2.74616217613, 73
110011, 334805, 2.74636554718, 18
110011, 30608, 2.7472615242, 65
110011, 248045, 2.75033473969, 68
110011, 44734, 2.7517478466, 74
110011, 186134, 2.75183534622, 60
110011, 191876, 2.75649428368, 73
110011, 17786, 2.76681518555, 13
110011, 174252, 2.77010369301, 71
110011, 239135, 2.77265977859, 6
110011, 70377, 2.78549838066, 11
110011, 179385, 2.78864693642, 65
110011, 174353, 2.79150009155, 69
110011, 326441, 2.79182314873, 74
110011, 174148, 2.80051374435, 70
110011, 264456, 2.80498671532, 70
110011, 174251, 2.80571079254, 71
110011, 5560, 2.81343603134, 8
110011, 93985, 2.81351566315, 73
110011, 344039, 2.8194539547, 11
110011, 276928, 2.8227186203, 76
110011, 210827, 2.8289604187, 75
110011, 89467, 2.84418344498, 11
110011, 174604, 2.85163545609, 71
110011, 143951, 2.8601770401, 18
110011, 216994, 2.87161874771, 18
110011, 247456, 2.88062620163, 69
110011, 201635, 2.90169095993, 77
110011, 135003, 2.90247511864, 76
110011, 316793, 2.90644526482, 13
110011, 264498, 2.92247629166, 69
110011, 165116, 2.92689585686, 77
110011, 125319, 2.92858839035, 70
110011, 167206, 2.92870235443, 77
110011, 45129, 2.95171284676, 14
110011, 124716, 2.97163248062, 21
110011, 240280, 2.97321224213, 70
110011, 266319, 2.97492241859, 14
